,word1,word2,human_similarity,gpt_similarity_left,gpt_similarity_right,gpt_similarity
352,muzzle,nose,2.83,0.7416892871260643,0.7482894510030746,0.7449893690645695
353,orbit,route,2.83,0.7319116443395615,0.7196835353970528,0.7257975898683071
354,thunder,clap,2.72,0.660363681614399,0.6675895527005196,0.6639766171574593
355,patient,invalid,2.55,0.6731514558196068,0.6682125255465508,0.6706819906830788
356,visit,chat,2.52,0.6919557526707649,0.7073349580168724,0.6996453553438187
357,suburb,neighborhood,2.34,0.8252378776669502,0.818166583776474,0.8217022307217121
358,needle,spike,2.24,0.7452798262238503,0.7227561101317406,0.7340179681777954
359,thickness,density,4.7,0.8011380732059479,0.7946586161851883,0.7978983446955681
360,sample,example,4.7,0.7699661031365395,0.7519175857305527,0.7609418444335461
361,fiber,thread,4.7,0.7032513469457626,0.6928924098610878,0.6980718784034252
362,dwelling,shelter,4.68,0.7285168468952179,0.7355197370052338,0.7320182919502258
363,practice,training,4.68,0.775474302470684,0.7750206738710403,0.7752474881708622
364,handle,grip,4.67,0.7534176707267761,0.7646138146519661,0.7590157426893711
365,sculpture,statue,4.66,0.8758352175354958,0.8680786415934563,0.871956929564476
366,serum,antitoxin,4.66,0.7320302650332451,0.7221183329820633,0.7270742990076542
367,concert,recital,4.66,0.7261176332831383,0.7296766191720963,0.7278971262276173
368,whisper,murmur,4.66,0.7559413909912109,0.750178188085556,0.7530597895383835
369,figure,form,4.65,0.6980656236410141,0.6918276473879814,0.6949466355144978
370,prestige,importance,4.65,0.7762332707643509,0.7808124274015427,0.7785228490829468
371,regard,respect,4.64,0.8412135317921638,0.8599005565047264,0.8505570441484451
372,sanction,authorization,4.64,0.7810854390263557,0.7836773097515106,0.7823813743889332
373,paper,stationery,4.64,0.7368496060371399,0.7313996404409409,0.7341246232390404
374,award,trophy,4.64,0.7535759434103966,0.7676413431763649,0.7606086432933807
375,artist,craftsman,4.64,0.8146408870816231,0.8220536261796951,0.8183472566306591
376,cabin,cottage,4.61,0.7749433070421219,0.7692707777023315,0.7721070423722267
377,profile,outline,4.61,0.7501260414719582,0.7575186938047409,0.7538223676383495
378,knowledge,information,4.59,0.8379437923431396,0.8342002332210541,0.8360720127820969
379,creature,animal,4.59,0.8377354890108109,0.8459180742502213,0.841826781630516
380,address,speech,4.59,0.7581292763352394,0.7655987739562988,0.7618640251457691
381,bearing,direction,4.58,0.6479498594999313,0.666095681488514,0.6570227704942226
382,platform,rostrum,4.58,0.6886396110057831,0.7118470221757889,0.700243316590786
383,species,type,4.57,0.7570621222257614,0.7499146088957787,0.75348836556077
384,threshold,doorsill,4.56,0.7214216813445091,0.7325530275702477,0.7269873544573784
385,relief,help,4.54,0.7409080117940903,0.7269663363695145,0.7339371740818024
386,request,petition,4.54,0.7842183411121368,0.7958476394414902,0.7900329902768135
387,poem,verse,4.54,0.8298062682151794,0.821763202548027,0.8257847353816032
388,lightning,thunderbolt,4.52,0.846839651465416,0.8548332378268242,0.8508364446461201
389,presence,existence,4.52,0.8458560928702354,0.8433777615427971,0.8446169272065163
390,laughter,chuckle,4.51,0.8614695593714714,0.8435558527708054,0.8525127060711384
391,project,enterprise,4.5,0.7638287022709846,0.7786198332905769,0.7712242677807808
392,window,porthole,4.49,0.6513539478182793,0.6587460711598396,0.6550500094890594
393,venture,speculation,4.49,0.735384002327919,0.7199550122022629,0.7276695072650909
394,beauty,prettiness,4.89,0.8384052291512489,0.8443232625722885,0.8413642458617687
395,license,permit,4.88,0.7994231656193733,0.7811883240938187,0.790305744856596
396,insight,intuition,4.87,0.8131832256913185,0.8237955942749977,0.8184894099831581
397,random,haphazard,4.87,0.7200987040996552,0.7328924089670181,0.7264955565333366
398,weakness,feebleness,4.87,0.7524082735180855,0.7599730417132378,0.7561906576156616
399,factor,element,4.86,0.7921789586544037,0.7952420264482498,0.7937104925513268
400,racial,ethnic,4.85,0.839410774409771,0.8291512504220009,0.8342810124158859
401,liquor,intoxicant,4.85,0.7787790596485138,0.7875857427716255,0.7831824012100697
402,circle,ring,4.82,0.7572782784700394,0.7417441084980965,0.7495111934840679
403,baton,wand,4.81,0.7212802171707153,0.7144643440842628,0.7178722806274891
404,effect,influence,4.81,0.8150288239121437,0.8159137889742851,0.8154713064432144
405,symptom,indication,4.81,0.7770013958215714,0.7568696290254593,0.7669355124235153
406,judgment,opinion,4.8,0.8007199093699455,0.7929465919733047,0.7968332506716251
407,campaign,crusade,4.8,0.8142494037747383,0.8189648240804672,0.8166071139276028
408,tourist,traveler,4.8,0.8238856792449951,0.8118650317192078,0.8178753554821014
409,decay,spoilage,4.79,0.7818742617964745,0.7836438715457916,0.782759066671133
410,journal,magazine,4.78,0.8100016266107559,0.8166145905852318,0.8133081085979939
411,limit,bound,4.78,0.6918530091643333,0.685059204697609,0.6884561069309711
412,report,account,4.78,0.7402418032288551,0.7385568022727966,0.7393993027508259
413,victim,prey,4.78,0.7895352393388748,0.801995761692524,0.7957655005156994
414,spectrum,rainbow,4.77,0.7636100128293037,0.7769857943058014,0.7702979035675526
415,distress,anxiety,4.77,0.8078855648636818,0.8173032775521278,0.8125944212079048
416,market,store,4.76,0.746854618191719,0.7375472486019135,0.7422009333968163
417,placement,classification,4.76,0.7647143825888634,0.7648623883724213,0.7647883854806423
418,voyage,cruise,4.76,0.8051987886428833,0.8040333241224289,0.8046160563826561
419,statement,testimony,4.75,0.7779433354735374,0.7923434302210808,0.7851433828473091
420,doctrine,belief,4.75,0.8023840934038162,0.7999490648508072,0.8011665791273117
421,static,interference,4.74,0.6586153879761696,0.6587110161781311,0.6586632020771503
422,model,standard,4.73,0.6852125898003578,0.6832471340894699,0.6842298619449139
423,pension,annuity,4.72,0.7780839577317238,0.7780481055378914,0.7780660316348076
424,harvest,crop,4.72,0.8182463198900223,0.8020418360829353,0.8101440779864788
425,hunger,appetite,4.71,0.8411894738674164,0.8472428768873215,0.8442161753773689
426,object,article,4.71,0.748152494430542,0.7387054190039635,0.7434289567172527
427,rhythm,cadence,4.71,0.7690503969788551,0.7667208686470985,0.7678856328129768
428,warrant,writ,4.71,0.6715384349226952,0.6780717447400093,0.6748050898313522
429,prospect,likelihood,5.05,0.7939097061753273,0.8008343651890755,0.7973720356822014
430,province,territory,5.05,0.8028643727302551,0.7931229397654533,0.7979936562478542
431,passage,corridor,5.03,0.7614818215370178,0.784396693110466,0.7729392573237419
432,patent,copyright,5.03,0.8077961578965187,0.7991469576954842,0.8034715577960014
433,congress,legislature,5.03,0.8187040686607361,0.8215675204992294,0.8201357945799828
434,power,strength,5.02,0.7917379587888718,0.8084209784865379,0.8000794686377048
435,supply,provision,5.02,0.7376779839396477,0.7436889633536339,0.7406834736466408
436,product,commodity,5.01,0.7578972801566124,0.7837376371026039,0.7708174586296082
437,puzzle,perplexity,5.0,0.7843782529234886,0.7895459830760956,0.7869621179997921
438,missile,projectile,5.0,0.8041484206914902,0.8090001493692398,0.806574285030365
439,mainland,continent,5.0,0.8022470399737358,0.797148734331131,0.7996978871524334
440,mirror,reflector,4.99,0.7781631276011467,0.7697568088769913,0.773959968239069
441,signal,sign,4.99,0.7785894274711609,0.7737202867865562,0.7761548571288586
442,blanket,cover,4.99,0.7254945710301399,0.7175271213054657,0.7215108461678028
443,village,hamlet,4.99,0.7611726149916649,0.7494498789310455,0.7553112469613552
444,vapor,gas,4.98,0.7292494550347328,0.702157512307167,0.7157034836709499
445,token,memento,4.98,0.7123859003186226,0.7109375,0.7116617001593113
446,merchant,trader,4.98,0.8432454839348793,0.8358953893184662,0.8395704366266727
447,meaning,interpretation,4.98,0.7419563382863998,0.7643320560455322,0.753144197165966
448,estate,property,4.97,0.7933472022414207,0.7853198572993279,0.7893335297703743
449,elite,select,4.96,0.7136044725775719,0.7119047120213509,0.7127545922994614
450,virtue,merit,4.96,0.7888686135411263,0.7736249566078186,0.7812467850744724
451,device,tool,4.95,0.7784166410565376,0.7772331610321999,0.7778249010443687
452,notice,announcement,4.95,0.7196808904409409,0.7512646093964577,0.7354727499186993
453,partner,comrade,4.95,0.773030050098896,0.7790117114782333,0.7760208807885647
454,noble,aristocrat,4.94,0.8161044418811798,0.8185345157980919,0.8173194788396358
455,neglect,inattention,4.94,0.7101253047585487,0.7119895219802856,0.7110574133694172
456,cavity,hollow,4.93,0.7663147151470184,0.7652124464511871,0.7657635807991028
457,sponsor,patron,4.92,0.7244222387671471,0.7174026146531105,0.7209124267101288
458,bundle,package,4.92,0.809746228158474,0.802579939365387,0.8061630837619305
459,closet,cloakroom,4.92,0.8085114732384682,0.8177850395441055,0.8131482563912868
460,welcome,reception,4.92,0.7263259440660477,0.7159087359905243,0.721117340028286
461,cafe,restaurant,4.91,0.8406548351049423,0.846505232155323,0.8435800336301327
462,marriage,wedding,4.91,0.8682708442211151,0.8653695955872536,0.8668202199041843
463,patrol,sentry,4.9,0.734936460852623,0.7408024221658707,0.7378694415092468
