,word1,word2,human,gpt_left,gpt_right,gpt2,gpt4,wup_common,wup_average,lin_common,lin_average
210,speaker,orator,6.28,0.707796685,0.712618276,0.710207481,6.3,0.9523809523809523,0.6291486291486291,0.9229756866194387,0.43059149690489007
211,total,sum,6.28,0.690885738,0.700926118,0.695905928,6.6,0.18181818181818182,0.37640692640692647,-0.0,0.2219771403234382
212,pilot,aviator,6.25,0.768806517,0.762782015,0.765794266,6.7,0.9523809523809523,0.42636230728335983,0.9553491444103649,0.29387951046328586
213,builder,constructor,6.25,0.836445399,0.845160931,0.840803165,6.8,0.3076923076923077,0.6464237516869096,0.06780655807383883,0.4279928090431979
214,couple,pair,6.24,0.814458087,0.823082231,0.818770159,6.5,0.46153846153846156,0.38247668997668993,0.27855719307926285,0.21302696572274932
215,dinner,supper,6.23,0.874065638,0.871621437,0.872843537,6.8,0.875,0.48333333333333334,0.7855315835552347,0.36399905288360584
216,liquid,fluid,6.23,0.816853106,0.81211672,0.814484913,7.0,0.9230769230769231,0.5488858363858364,0.998454986088453,0.4091588382500796
217,motion,movement,6.22,0.829124711,0.825443596,0.827284154,6.9,0.3076923076923077,0.3489926723190362,0.10057824478319323,0.18160499501321792
218,freedom,liberty,6.22,0.868127726,0.874943674,0.8715357,7.0,0.8333333333333334,0.5563786213786213,0.9024379955809757,0.40096680005586915
219,applause,clapping,6.22,0.733749129,0.734011211,0.73388017,6.8,1.0,1.0,1.0,1.0
220,value,worth,6.22,0.713528574,0.72038094,0.716954757,6.7,0.26666666666666666,0.33731011181991577,0.06914444059736789,0.1369168165280424
221,vision,sight,6.21,0.819337785,0.813647851,0.816492818,6.6,0.4444444444444444,0.41705304793982384,0.2638498919233973,0.2449017806316681
222,subject,topic,6.21,0.837649867,0.842490569,0.840070218,6.3,1.0,0.40363664113664116,1.0,0.227857460413662
223,promise,vow,6.21,0.740950264,0.740929417,0.740939841,6.0,0.7692307692307693,0.517948717948718,0.8115276973005641,0.44115939352374384
224,baby,infant,6.19,0.847957291,0.849893607,0.848925449,7.0,1.0,0.6098152179532098,1.0,0.3600267105314558
225,complaint,grievance,6.18,0.844285347,0.85625568,0.850270513,6.2,0.4444444444444444,0.37505446623093686,0.3665922140775175,0.24598717725242042
226,duty,obligation,6.17,0.860260911,0.868049748,0.86415533,6.8,1.0,0.35886494768847704,1.0,0.1728677567505379
227,region,area,6.16,0.859000206,0.855568349,0.857284278,6.7,0.7272727272727273,0.3244255744255744,0.5084760010929429,0.13150004111339256
228,movie,film,6.16,0.890737489,0.894983642,0.892860565,7.0,1.0,0.6694444444444444,1.0,0.3996579048741031
230,fatigue,tiredness,6.13,0.848724172,0.854040094,0.851382133,6.9,1.0,0.5839932126696833,1.0,0.4133483863407125
231,odor,smell,6.11,0.886600055,0.88041877,0.883509412,7.0,0.2857142857142857,0.467063492063492,0.0750476009429824,0.31198129068249786
232,owner,proprietor,6.09,0.837874994,0.853933081,0.845904037,6.7,1.0,0.8157894736842105,1.0,0.6347635783182511
233,journey,trip,6.09,0.853423767,0.838429227,0.845926497,6.8,0.9523809523809523,0.4918240980602767,0.9005880362254899,0.3372287721739187
234,saloon,barroom,6.09,0.812026098,0.816400312,0.814213205,6.5,1.0,0.7142857142857143,1.0,0.54084944772494
235,crying,weeping,6.09,0.882406384,0.870929524,0.876667954,6.9,1.0,0.2954822954822955,1.0,0.16666666666666666
236,forecast,prediction,6.08,0.83630114,0.844410345,0.840355743,7.0,0.25,0.5865384615384616,0.07134069034810944,0.513051120556195
237,quarrel,argument,6.08,0.764866039,0.749281809,0.757073924,6.7,0.26666666666666666,0.23592422614979006,0.08003278882514354,0.11845781186201856
238,method,procedure,6.08,0.830114022,0.831629984,0.830872003,6.6,0.42857142857142855,0.4815126050420168,0.2581097315980084,0.24623790526255127
239,forest,woodland,6.05,0.838340387,0.83653798,0.837439183,7.0,0.5,0.75,0.3241834111219682,0.6620917055609841
240,blindness,sightlessness,6.05,0.844089307,0.82809063,0.836089969,6.5,1.0,1.0,1.0,1.0
241,rescue,recovery,4.48,0.803248018,0.794828698,0.799038358,5.8,0.5,0.521978021978022,0.22383436978751622,0.40407255182885776
242,harbor,cove,4.47,0.705178276,0.703678638,0.704428457,6.4,0.2857142857142857,0.34523809523809523,0.06110538802511042,0.08281935003604025
243,temple,church,4.46,0.806370862,0.794072047,0.800221454,5.6,0.11764705882352941,0.2717243181010596,-0.0,0.14784474034487702
244,costume,disguise,4.45,0.830379725,0.824005425,0.827192575,6.2,0.125,0.38088235294117645,-0.0,0.24595023870398025
245,mixture,compound,4.44,0.694678135,0.695509724,0.69509393,6.1,0.26666666666666666,0.26850051851599843,0.07857278085056406,0.12215271529164445
246,stature,height,4.44,0.823749021,0.816801049,0.820275035,6.6,0.375,0.4890758547008547,0.22866737668495182,0.32258584382207584
247,premier,president,4.43,0.744132586,0.753488161,0.748810373,5.4,0.48,0.5773418394471027,0.22281950233529077,0.3356695596980656
248,trial,hearing,4.43,0.734803684,0.71099858,0.722901132,6.2,0.5882352941176471,0.3445309215304055,0.2690197538285902,0.15812143400069445
249,wonder,miracle,4.42,0.75083296,0.761298984,0.756065972,5.9,0.3076923076923077,0.46583971583971584,0.06998140125913067,0.16067680395989678
250,message,communication,4.42,0.803043082,0.814711869,0.808877476,6.4,0.4,0.5671957671957673,0.09841373383868142,0.29459198438736484
251,critic,judge,4.41,0.744191654,0.737854272,0.741022963,6.1,0.631578947368421,0.6692564745196323,0.2591463607812674,0.3650388249998158
252,charter,treaty,4.41,0.761753261,0.778061189,0.769907225,5.3,0.75,0.743421052631579,0.5501979816822113,0.6670076094672639
253,demand,requirement,4.41,0.810727112,0.810358308,0.81054271,6.5,0.2857142857142857,0.38549117549117545,0.08211709405709447,0.18585890165542457
254,treatment,medication,4.4,0.780840896,0.833817981,0.807329439,6.2,0.13333333333333333,0.3317572778099094,-0.0,0.18646700885516782
255,recruit,enlistee,4.39,0.82596714,0.828424133,0.827195637,6.8,0.5,0.75,0.1992594392115457,0.5996297196057728
256,suspect,accused,4.39,0.803513013,0.808327287,0.80592015,6.7,0.631578947368421,0.7919799498746867,0.21281795760019953,0.5788575538844891
257,drama,play,4.38,0.742814079,0.732912354,0.737863217,6.6,1.0,0.3640390247007891,1.0,0.13371926163845282
258,swimming,aquatics,4.36,0.754081726,0.762316272,0.758198999,6.7,0.9473684210526315,0.5292397660818713,0.9982605488135624,0.4991302744067812
259,glory,honor,4.36,0.769283198,0.761569381,0.765426289,6.9,0.2857142857142857,0.4576312576312576,0.0823390949548351,0.2770118573215325
260,secret,mystery,4.35,0.77266515,0.771489128,0.772077139,6.3,0.25,0.41842105263157886,0.07621973332210712,0.30618213595494537
261,vacuum,void,4.35,0.747122034,0.725945398,0.736533716,6.1,0.5714285714285714,0.46414206708324357,0.29507995428325234,0.263693380664191
262,temper,disposition,4.34,0.689579904,0.687442861,0.688511383,5.9,0.4,0.4192328504828505,0.26376888785250263,0.20934368577284126
263,panic,fear,4.33,0.807673596,0.806669474,0.807171535,6.8,0.9333333333333333,0.6749999999999999,0.8822442319061911,0.5329067574393701
264,flavor,seasoning,4.33,0.806019492,0.804541498,0.805280495,6.5,0.13333333333333333,0.20618908382066273,-0.0,0.0663639689000806
265,exchange,substitution,4.32,0.727394618,0.733230896,0.730312757,6.0,0.13333333333333333,0.42806799753394187,-0.0,0.1843790809415472
266,structure,building,4.32,0.787898734,0.799538955,0.793718845,6.7,0.9230769230769231,0.2894472194472195,0.8421307057980931,0.11001510329471635
267,shower,rain,4.31,0.765933737,0.793093063,0.7795134,6.2,0.2222222222222222,0.22379430329636726,0.06303105474452905,0.08956819278268559
268,honey,nectar,4.31,0.764781132,0.769198366,0.766989749,6.4,0.3333333333333333,0.38359788359788355,0.2517811387645359,0.21488941680021192
269,transit,travel,4.31,0.779568203,0.773597881,0.776583042,6.6,0.10526315789473684,0.31838610687939894,-0.0,0.177226625436134
270,weapon,arm,4.31,0.755240291,0.746989526,0.751114909,5.4,0.2222222222222222,0.3363046095631235,0.08244643635532165,0.19054644045223354
271,leather,hide,4.3,0.729100764,0.688018322,0.708559543,6.8,0.9,0.5676470588235294,0.8800332112495317,0.4765558052701266
272,stranger,foreigner,4.3,0.817271531,0.81888555,0.81807854,6.0,0.631578947368421,0.7313904967021134,0.6997141778500582,0.5143204717716211
273,agent,spy,4.29,0.735341161,0.777697921,0.756519541,6.1,0.42857142857142855,0.4894799443712487,0.23153861020906621,0.2521623903938743
274,distance,remoteness,4.28,0.726592116,0.73954092,0.733066518,6.2,0.9333333333333333,0.33401251526251524,0.7561115842796833,0.140020294404038
275,stable,barn,4.28,0.65090733,0.683328338,0.667117834,6.5,0.8888888888888888,0.5069444444444444,0.9188838277440193,0.45944191387200967
276,retreat,recoil,4.27,0.749716647,0.764511906,0.757114276,5.6,0.5333333333333333,0.35960230245944524,0.19224326050471754,0.1031057497646893
277,concrete,pavement,4.27,0.764261976,0.783640057,0.773951016,6.3,0.625,0.7243589743589745,0.2390018225026453,0.49388444413835303
278,finance,economics,4.26,0.818633139,0.814823613,0.816728376,6.5,0.3157894736842105,0.5338345864661653,0.1874200762319421,0.437963116872423
279,pity,compassion,4.25,0.81152001,0.827893503,0.819706757,6.4,0.8571428571428571,0.5412698412698412,0.8379811890303879,0.4045458755581051
280,weather,climate,4.25,0.829617426,0.827354304,0.828485865,6.9,0.13333333333333333,0.1380952380952381,-0.0,0.0
281,valley,ravine,4.24,0.792929642,0.794412762,0.793671202,6.6,0.9230769230769231,0.9230769230769231,0.8960364184929371,0.8960364184929371
282,letter,note,4.24,0.708602279,0.686678112,0.697640195,6.7,0.375,0.32671809148858555,0.3343854284122529,0.22515891381867184
283,timber,tree,4.21,0.77897843,0.761705041,0.770341735,6.2,0.47058823529411764,0.311707541173822,0.2019007385472654,0.10713820185365244
284,salesman,clerk,4.2,0.817139156,0.81366691,0.815403033,5.3,0.8571428571428571,0.8831168831168831,0.6980824561522253,0.8069866959519485
285,collar,neckband,4.19,0.783943169,0.79948625,0.791714709,6.7,0.5882352941176471,0.5184400725852393,0.20118514214405506,0.2961736146180644
286,sewer,drain,4.18,0.800539829,0.774406351,0.78747309,6.5,0.08333333333333333,0.29347882497196,-0.0,0.16825484571295649
287,impact,collision,4.18,0.749060489,0.785928853,0.767494671,6.0,0.8571428571428571,0.45474200363906253,0.8534319634527113,0.23412200615264167
288,fury,frenzy,4.15,0.844269559,0.847511217,0.845890388,6.6,0.42105263157894735,0.4840510366826156,0.31734147567849585,0.40661226970391245
289,tenure,term,4.15,0.740428366,0.719378285,0.729903325,5.8,0.2857142857142857,0.3454633540325712,0.0744403217972457,0.17109818790876535
290,pollen,spore,4.14,0.671444148,0.672237858,0.671841003,5.6,0.9523809523809523,0.9523809523809523,0.958485773786579,0.958485773786579
291,defeat,failure,4.13,0.779328965,0.780561529,0.779945247,6.8,0.5714285714285714,0.35922231240674396,0.2765375943860772,0.20170649536371346
292,wisdom,intelligence,4.12,0.799138233,0.79623045,0.797684342,6.7,0.6666666666666666,0.3564071027012203,0.29182626816460944,0.13142234607586403
293,unit,one,4.11,0.639903225,0.629977949,0.634940587,5.4,0.6153846153846154,0.3161528916559876,0.6924351107993745,0.20093977153077666
294,desert,wasteland,4.11,0.812023915,0.805862747,0.808943331,6.5,0.75,0.75,0.458481380961794,0.458481380961794
295,virus,infection,4.1,0.842767589,0.842978723,0.842873156,6.8,0.13333333333333333,0.25507912566736096,-0.0,0.06990862493596575
296,novel,book,4.09,0.840362251,0.83490812,0.837635186,6.9,0.1111111111111111,0.364424064927161,-0.0,0.22595238294611722
297,routine,system,4.08,0.735208116,0.722375683,0.7287919,5.7,0.13333333333333333,0.23927560577887375,-0.0,0.07386686886357183
298,problem,issue,4.08,0.835182525,0.832784794,0.83398366,6.9,0.3076923076923077,0.24993111463699708,0.0791433821806139,0.079268638698845
299,recall,retraction,4.07,0.711332358,0.723539993,0.717436176,5.9,0.7058823529411765,0.48984126984126986,0.4435416841191198,0.23381996651473505
300,romance,affair,4.05,0.812236644,0.785142191,0.798689418,5.5,0.47058823529411764,0.3307859134329723,0.3403910301786382,0.16840408887161887
301,resolve,determination,4.03,0.795056306,0.791869931,0.793463118,6.6,0.3333333333333333,0.352026307026307,0.08983495556385541,0.1708325786426034
302,music,melody,4.03,0.824610934,0.839179441,0.831895187,6.4,0.9090909090909091,0.435543867896809,0.8467322041280602,0.297111887923382
303,tower,turret,4.03,0.790623009,0.80660785,0.79861543,6.0,0.9333333333333333,0.5068376068376068,0.8541208008256053,0.2777815139794085
304,plastic,synthetic,4.02,0.754819743,0.753704093,0.754261918,6.8,0.46153846153846156,0.38866396761133604,0.30797840157595463,0.3000275063891298
305,garbage,sewage,4.02,0.788861908,0.810679816,0.799770862,5.1,0.875,0.4775641025641026,0.7630136363875514,0.29781693317019714
306,rally,gathering,4.01,0.795784891,0.797745824,0.796765357,6.8,0.9090909090909091,0.35401541269188325,0.6526107237407467,0.13829716789794338
307,debate,discussion,4.0,0.87471392,0.872206584,0.873460252,6.7,0.2857142857142857,0.5251144688644689,0.07987087826667918,0.3203937464951103
308,mayor,magistrate,3.97,0.768362656,0.773429863,0.77089626,5.5,0.6,0.6,0.21283665342395652,0.21283665342395652
309,tackle,gear,3.96,0.702934884,0.717140682,0.710037783,5.8,0.3333333333333333,0.39031527221525875,0.12794734920427137,0.20652250862009813
310,waiter,attendant,3.96,0.779909536,0.747262672,0.763586104,6.9,0.5714285714285714,0.4566340092655882,0.5103120837106616,0.18860461165858186
311,leader,forerunner,3.95,0.707069613,0.728688054,0.717878833,5.6,0.75,0.3177170868347339,0.2763393954926008,0.07018668911140084
312,porter,bearer,3.95,0.686245106,0.683378085,0.684811596,6.7,0.5714285714285714,0.5561575826502849,0.18573109568104965,0.1824810767744444
313,button,fastener,3.95,0.688359186,0.673150614,0.6807549,6.5,0.4444444444444444,0.49112927897204767,0.11614983963379608,0.2008920450356726
314,support,confirmation,3.94,0.722999066,0.734154984,0.728577025,5.3,0.4,0.3708303718984832,0.17699512980622253,0.13449516009754756
315,native,aborigine,3.87,0.723890044,0.729843684,0.726866864,6.6,0.75,0.723202614379085,1.0,0.3427292205043004
316,nature,essence,3.87,0.789522037,0.7914683,0.790495168,5.4,0.36363636363636365,0.3002866964476872,0.07712433249397076,0.06597652175433542
317,ticket,coupon,3.87,0.716737777,0.720576644,0.71865721,5.9,0.875,0.3797222222222222,0.7472830371323248,0.20942070417988523
318,pony,horse,3.85,0.79621695,0.807103045,0.801659998,6.7,0.967741935483871,0.34921789001526343,0.817643134039804,0.1873054875430727
319,shadow,shade,3.84,0.768777646,0.787629627,0.778203636,7.0,0.9411764705882353,0.2719808312268321,0.9784624551148591,0.10057911544965718
320,record,disk,3.84,0.716953084,0.729025498,0.722989291,5.8,0.3333333333333333,0.2291719589320208,0.08550992036288235,0.08616695666071762
321,neighbor,borderer,3.83,0.719863884,0.708739184,0.714301534,5.2,0.7058823529411765,0.6029411764705883,0.18620211027499065,0.14396724699444968
322,title,caption,3.83,0.761732914,0.763877675,0.762805294,5.9,0.21052631578947367,0.30852509933543715,0.05971046800504897,0.17589478817432536
323,panel,partition,3.81,0.672379002,0.683060609,0.677719805,6.0,0.7142857142857143,0.25964279394281325,0.262231729231512,0.061163540331589855
324,equal,match,3.81,0.717197374,0.707586579,0.712391976,6.5,0.47058823529411764,0.38979665940450253,0.16503409862556337,0.19226591929543568
325,essay,thesis,3.79,0.795623422,0.799617708,0.797620565,6.2,0.4,0.4177978883861237,0.28763926430561665,0.217818114433182
326,cement,glue,3.74,0.789198898,0.78507144,0.787135169,6.0,0.25,0.5268627450980392,0.058981315155342794,0.3541844980701249
327,perfume,incense,3.74,0.736801356,0.730521515,0.733661436,5.7,0.21052631578947367,0.3795426065162907,0.06305557932480309,0.25784364100051077
328,powder,dust,3.73,0.759603821,0.764153823,0.761878822,6.3,0.5,0.5370126061302533,0.2820207107202298,0.3281340882364544
329,counter,bar,3.73,0.683237061,0.682688542,0.682962801,5.6,0.5263157894736842,0.36373134908127924,0.23812913336389374,0.13516940485208886
330,river,stream,3.67,0.825307071,0.782042332,0.803674702,6.9,0.9090909090909091,0.2970562770562771,0.993225782620986,0.1986451565241972
331,portrait,likeness,3.64,0.764308654,0.774772048,0.769540351,6.8,0.26666666666666666,0.3623323013415892,0.07353369397993093,0.26566920623120405
332,context,surroundings,3.62,0.771522008,0.772437453,0.771979731,5.5,0.2857142857142857,0.3571428571428571,0.06676658509398224,0.19435120620962595
333,anchor,weight,3.61,0.686977342,0.677188106,0.682082724,5.4,0.11764705882352941,0.22054808259336126,-0.0,0.051239913803509694
334,entrance,passageway,3.58,0.766096033,0.766436696,0.766266365,6.7,0.75,0.25555555555555554,0.7356413302441609,0.13653514112766849
335,volume,largeness,3.56,0.71336142,0.725272439,0.71931693,5.6,0.36363636363636365,0.3192774255758002,0.06833133266804212,0.10748396335020421
336,sentence,phrase,3.55,0.812866218,0.812216647,0.812541433,6.4,0.6956521739130435,0.34488681770112645,0.8200649275788902,0.1906787501719913
337,solid,mass,3.53,0.6937548,0.680498317,0.687126558,6.1,0.2222222222222222,0.2502047637668553,-0.0,0.04716961353880506
338,mountain,hill,3.52,0.832492873,0.824374273,0.828433573,6.5,0.8333333333333334,0.31510989010989005,0.8341724775491165,0.13356363199005838
339,worry,torment,3.5,0.734166533,0.734871767,0.73451915,5.7,0.5882352941176471,0.39127178649237476,0.5041517808022167,0.23681861392105383
340,veto,prohibition,3.49,0.703132913,0.691461697,0.697297305,6.2,0.2222222222222222,0.34293297345928925,0.06109099006980164,0.10729949190020598
341,city,town,3.4,0.861399911,0.856281057,0.858840484,6.9,0.8888888888888888,0.46782407407407406,0.839237991989967,0.2842598817814354
342,saddle,seat,3.39,0.745891899,0.739453346,0.742672622,6.6,0.3333333333333333,0.3871850034560731,0.11456083059843694,0.14940294803262877
343,ribbon,band,3.39,0.67221918,0.655019984,0.663619582,6.3,0.2222222222222222,0.35954047754922974,-0.0,0.11304156476481034
344,member,fellow,3.35,0.735003293,0.747380987,0.74119214,6.2,0.631578947368421,0.3002957792121879,0.25281267580262995,0.10527429038258425
345,trustee,treasurer,3.34,0.826049335,0.822580419,0.824314877,5.8,0.6666666666666666,0.6190476190476191,0.2056304831928492,0.20598056362603517
346,tunnel,cave,3.32,0.765649259,0.766657345,0.766153302,6.4,0.42857142857142855,0.5476190476190476,0.11453932968335269,0.3569137071107213
347,study,library,3.24,0.726196207,0.734433964,0.730315086,6.0,0.10526315789473684,0.2585447801252755,-0.0,0.06941764342793387
348,prayer,appeal,3.15,0.662557602,0.653801598,0.6581796,5.9,0.625,0.3864312648136178,0.273203617810024,0.18968041508611766
349,reader,textbook,2.96,0.681783378,0.68913848,0.685460929,5.4,0.38095238095238093,0.442480707698099,0.14265990162099554,0.24165534916122705
350,transfer,removal,2.93,0.729874834,0.733645052,0.731759943,5.8,0.7368421052631579,0.4477948343079921,0.5155528986127098,0.24787778893889179
351,welfare,prosperity,2.92,0.799300894,0.806310028,0.802805461,5.6,0.25,0.4694300797241973,0.07104761199809695,0.3320475848490279
352,muzzle,nose,2.83,0.741689287,0.748289451,0.744989369,5.3,0.25,0.29825548978025757,0.06602475863979643,0.10046052430866087
353,orbit,route,2.83,0.731911644,0.719683535,0.72579759,5.7,0.9230769230769231,0.3849084249084248,0.8017643872619362,0.19921656678539182
354,thunder,clap,2.72,0.660363682,0.667589553,0.663976617,6.8,0.875,0.4650985558913947,0.7309595024997539,0.3170278068724303
355,patient,invalid,2.55,0.673151456,0.668212526,0.670681991,5.5,0.631578947368421,0.38245614035087716,0.7943488539105787,0.3971744269552894
356,visit,chat,2.52,0.691955753,0.707334958,0.699645355,5.9,0.26666666666666666,0.14999937260806823,0.07251496095736253,0.023281708242110663
357,suburb,neighborhood,2.34,0.825237878,0.818166584,0.821702231,7.0,0.625,0.39471153846153845,0.3494356348704951,0.16635421692319197
358,needle,spike,2.24,0.745279826,0.72275611,0.734017968,6.2,0.1111111111111111,0.4440569779455931,-0.0,0.17639048077858965
359,thickness,density,4.7,0.801138073,0.794658616,0.797898345,6.7,0.5333333333333333,0.38478506787330313,0.4081943587487336,0.24612210812534294
360,sample,example,4.7,0.769966103,0.751917586,0.760941844,6.9,0.9230769230769231,0.3632873137259103,0.9116167751077547,0.18875838994012117
361,fiber,thread,4.7,0.703251347,0.69289241,0.698071878,6.7,0.2857142857142857,0.3317402368872957,0.07593921810809143,0.07548167679288764
362,dwelling,shelter,4.68,0.728516847,0.735519737,0.732018292,6.8,0.8,0.5072222222222222,0.5429849714427328,0.32335925894579054
363,practice,training,4.68,0.775474302,0.775020674,0.775247488,6.3,0.8571428571428571,0.5355211455211454,0.45139421968380716,0.2719858540215181
364,handle,grip,4.67,0.753417671,0.764613815,0.759015743,6.9,0.13333333333333333,0.3779304029304029,-0.0,0.20504396609135808
365,sculpture,statue,4.66,0.875835218,0.868078642,0.87195693,7.0,0.8421052631578947,0.5386996904024768,0.955461727356976,0.514600301229026
366,serum,antitoxin,4.66,0.732030265,0.722118333,0.727074299,6.0,0.38095238095238093,0.38095238095238093,0.31051409665472773,0.31051409665472773
367,concert,recital,4.66,0.726117633,0.729676619,0.727897126,6.8,0.47058823529411764,0.4703781512605042,0.24298022091765067,0.26304920442582014
368,whisper,murmur,4.66,0.755941391,0.750178188,0.75305979,6.9,0.2857142857142857,0.36665791316526614,0.06544692099514474,0.16434011306751528
369,figure,form,4.65,0.698065624,0.691827647,0.694946636,6.4,0.2857142857142857,0.2760505077749509,0.07902333421863524,0.09742915960025063
370,prestige,importance,4.65,0.776233271,0.780812427,0.778522849,6.2,0.42857142857142855,0.6428571428571428,0.2802053961325022,0.5223267061550502
371,regard,respect,4.64,0.841213532,0.859900557,0.850557044,6.7,1.0,0.38958121324488915,1.0,0.21161375624297032
372,sanction,authorization,4.64,0.781085439,0.78367731,0.782381374,6.1,0.42857142857142855,0.4429923082593361,0.27476952886648065,0.28505591992084983
373,paper,stationery,4.64,0.736849606,0.73139964,0.734124623,6.0,0.875,0.32571010860484545,0.649908594521651,0.14935293515187137
374,award,trophy,4.64,0.753575943,0.767641343,0.760608643,6.5,0.25,0.47991452991452993,0.06640290569987319,0.2982265169052274
375,artist,craftsman,4.64,0.814640887,0.822053626,0.818347257,6.3,0.631578947368421,0.6432748538011696,0.2422662553070632,0.38465550629040873
376,cabin,cottage,4.61,0.774943307,0.769270778,0.772107042,6.9,0.631578947368421,0.6877192982456141,0.40245614844119443,0.5074999157315312
377,profile,outline,4.61,0.750126041,0.757518694,0.753822368,6.6,0.14285714285714285,0.2428947242414735,-0.0,0.08877260878449371
378,knowledge,information,4.59,0.837943792,0.834200233,0.836072013,6.8,0.4444444444444444,0.497094017094017,0.1635604317207938,0.24576165556304277
379,creature,animal,4.59,0.837735489,0.845918074,0.841826782,7.0,1.0,0.85,1.0,0.5119472321828211
380,address,speech,4.59,0.758129276,0.765598774,0.761864025,5.9,0.26666666666666666,0.35334417286574776,0.08126445352404921,0.1798181160712736
381,bearing,direction,4.58,0.647949859,0.666095681,0.65702277,6.4,0.15384615384615385,0.23742204218210403,-0.0,0.0599054937636573
382,platform,rostrum,4.58,0.688639611,0.711847022,0.700243317,5.7,0.9411764705882353,0.3798503611971104,0.8347516124348645,0.1763553905837439
383,species,type,4.57,0.757062122,0.749914609,0.753488366,6.6,0.25,0.28931135132115526,0.07896898248377192,0.11016467636573302
384,threshold,doorsill,4.56,0.721421681,0.732553028,0.726987354,6.9,0.11764705882352941,0.3657516339869281,-0.0,0.24869029034793938
385,relief,help,4.54,0.740908012,0.726966336,0.733937174,6.5,0.26666666666666666,0.29849662506396246,0.07832115499857344,0.11713006170252259
386,request,petition,4.54,0.784218341,0.795847639,0.79003299,6.8,1.0,0.6435897435897435,1.0,0.5119383322102531
387,poem,verse,4.54,0.829806268,0.821763203,0.825784735,6.7,0.46153846153846156,0.6732905982905982,0.34790497786238367,0.567959745203839
388,lightning,thunderbolt,4.52,0.846839651,0.854833238,0.850836445,6.9,0.9473684210526315,0.6976264189886481,0.9460722508633579,0.518711223214269
389,presence,existence,4.52,0.845856093,0.843377762,0.844616927,6.5,0.9090909090909091,0.2995594683094683,0.745302577032553,0.12180788302537038
390,laughter,chuckle,4.51,0.861469559,0.843555853,0.852512706,6.7,0.9230769230769231,0.6043956043956045,0.910864186000659,0.4877094998717157
391,project,enterprise,4.5,0.763828702,0.778619833,0.771224268,6.4,0.9411764705882353,0.40616246498599434,0.8715539160972647,0.24103785284473542
392,window,porthole,4.49,0.651353948,0.658746071,0.655050009,5.8,0.9473684210526315,0.5615785492672102,0.8178948633695476,0.27006816830384645
393,venture,speculation,4.49,0.735384002,0.719955012,0.727669507,6.2,0.26666666666666666,0.3437137810589823,0.08610871082443239,0.18461007155913345
394,beauty,prettiness,4.89,0.838405229,0.844323263,0.841364246,6.8,0.9230769230769231,0.43864468864468864,0.8156123035123326,0.29295836823655336
395,license,permit,4.88,0.799423166,0.781188324,0.790305745,7.0,1.0,0.31790989330205016,1.0,0.20374080316417834
396,insight,intuition,4.87,0.813183226,0.823795594,0.81848941,6.7,0.6153846153846154,0.5290501777634131,0.2831256537790065,0.3431408764953625
398,weakness,feebleness,4.87,0.752408274,0.759973042,0.756190658,7.0,0.5,0.49301226551226557,0.31405770839160224,0.3034267356340815
399,factor,element,4.86,0.792178959,0.795242026,0.793710493,6.6,0.3333333333333333,0.26486463961822526,0.20088095937196365,0.09023172022468165
401,liquor,intoxicant,4.85,0.77877906,0.787585743,0.783182401,5.9,0.9473684210526315,0.6680487984667551,0.905198679944392,0.543771718206563
402,circle,ring,4.82,0.757278278,0.741744108,0.749511193,6.5,0.375,0.24342066530534023,0.22842399621673062,0.06708371157461959
403,baton,wand,4.81,0.721280217,0.714464344,0.717872281,5.4,0.8888888888888888,0.5370894761413338,0.6707100246415676,0.31667063884853264
404,effect,influence,4.81,0.815028824,0.815913789,0.815471306,6.8,0.18181818181818182,0.3061649461649461,-0.0,0.12261616782001836
405,symptom,indication,4.81,0.777001396,0.756869629,0.766935512,6.7,0.36363636363636365,0.4767909867909867,0.11297126599621544,0.29346707791571985
406,judgment,opinion,4.8,0.800719909,0.792946592,0.796833251,6.1,0.9333333333333333,0.439345796593696,0.9115953789533106,0.23469780770800364
407,campaign,crusade,4.8,0.814249404,0.818964824,0.816607114,6.0,0.4444444444444444,0.6191919191919191,0.25936503942703515,0.4610561241918682
408,tourist,traveler,4.8,0.823885679,0.811865032,0.817875355,6.9,0.7058823529411765,0.7058823529411765,0.8053127263191812,0.8053127263191812
409,decay,spoilage,4.79,0.781874262,0.783643872,0.782759067,6.3,0.2,0.3074975024975025,-0.0,0.16322286447830808
410,journal,magazine,4.78,0.810001627,0.816614591,0.813308109,6.5,0.125,0.3607792356708765,-0.0,0.17033305563400924
411,limit,bound,4.78,0.691853009,0.685059205,0.688456107,6.7,0.46153846153846156,0.329833707958708,0.27802139715109764,0.15713087475152235
412,report,account,4.78,0.740241803,0.738556802,0.739399303,6.7,0.42857142857142855,0.36940276110444153,0.3442906784789542,0.20325427619562975
413,victim,prey,4.78,0.789535239,0.801995762,0.795765501,6.1,0.9473684210526315,0.7674793601651186,0.9029917840447841,0.3777173869468497
414,spectrum,rainbow,4.77,0.763610013,0.776985794,0.770297904,5.4,0.2857142857142857,0.2906687675070028,0.06544692099514474,0.10292864327894
415,distress,anxiety,4.77,0.807885565,0.817303278,0.812594421,6.8,0.5714285714285714,0.4107142857142857,0.34517952504817795,0.24230940021579647
416,market,store,4.76,0.746854618,0.737547249,0.742200933,6.3,0.11764705882352941,0.2914935690608728,-0.0,0.15350212537170957
